ticker,bench,events_total,days_with_entry,advanced_events_total,stack_10m_best_long_rate,stack_10m_best_long_total,stack_10m_best_long_lo,stack_10m_best_long_hi,stack_10m_best_long_avg_move,stack_10m_best_short_rate,stack_10m_best_short_total,stack_10m_best_short_lo,stack_10m_best_short_hi,stack_10m_best_short_avg_move,stack_30m_best_long_rate,stack_30m_best_long_total,stack_30m_best_long_lo,stack_30m_best_long_hi,stack_30m_best_long_avg_move,stack_30m_best_short_rate,stack_30m_best_short_total,stack_30m_best_short_lo,stack_30m_best_short_hi,stack_30m_best_short_avg_move,devsig_10m_best_long_rate,devsig_10m_best_long_total,devsig_10m_best_long_lo,devsig_10m_best_long_hi,devsig_10m_best_long_avg_move,devsig_10m_best_short_rate,devsig_10m_best_short_total,devsig_10m_best_short_lo,devsig_10m_best_short_hi,devsig_10m_best_short_avg_move,devsig_30m_best_long_rate,devsig_30m_best_long_total,devsig_30m_best_long_lo,devsig_30m_best_long_hi,devsig_30m_best_long_avg_move,devsig_30m_best_short_rate,devsig_30m_best_short_total,devsig_30m_best_short_lo,devsig_30m_best_short_hi,devsig_30m_best_short_avg_move,bench_10m_best_long_rate,bench_10m_best_long_total,bench_10m_best_long_lo,bench_10m_best_long_hi,bench_10m_best_long_avg_move,bench_10m_best_short_rate,bench_10m_best_short_total,bench_10m_best_short_lo,bench_10m_best_short_hi,bench_10m_best_short_avg_move,bench_30m_best_long_rate,bench_30m_best_long_total,bench_30m_best_long_lo,bench_30m_best_long_hi,bench_30m_best_long_avg_move,bench_30m_best_short_rate,bench_30m_best_short_total,bench_30m_best_short_lo,bench_30m_best_short_hi,bench_30m_best_short_avg_move,adv_stack_10m_best_long_rate,adv_stack_10m_best_long_total,adv_stack_10m_best_long_lo,adv_stack_10m_best_long_hi,adv_stack_10m_best_long_avg_move,adv_stack_10m_best_short_rate,adv_stack_10m_best_short_total,adv_stack_10m_best_short_lo,adv_stack_10m_best_short_hi,adv_stack_10m_best_short_avg_move,adv_stack_30m_best_long_rate,adv_stack_30m_best_long_total,adv_stack_30m_best_long_lo,adv_stack_30m_best_long_hi,adv_stack_30m_best_long_avg_move,adv_stack_30m_best_short_rate,adv_stack_30m_best_short_total,adv_stack_30m_best_short_lo,adv_stack_30m_best_short_hi,adv_stack_30m_best_short_avg_move,adv_devsig_10m_best_long_rate,adv_devsig_10m_best_long_total,adv_devsig_10m_best_long_lo,adv_devsig_10m_best_long_hi,adv_devsig_10m_best_long_avg_move,adv_devsig_10m_best_short_rate,adv_devsig_10m_best_short_total,adv_devsig_10m_best_short_lo,adv_devsig_10m_best_short_hi,adv_devsig_10m_best_short_avg_move,adv_devsig_30m_best_long_rate,adv_devsig_30m_best_long_total,adv_devsig_30m_best_long_lo,adv_devsig_30m_best_long_hi,adv_devsig_30m_best_long_avg_move,adv_devsig_30m_best_short_rate,adv_devsig_30m_best_short_total,adv_devsig_30m_best_short_lo,adv_devsig_30m_best_short_hi,adv_devsig_30m_best_short_avg_move,adv_bench_10m_best_long_rate,adv_bench_10m_best_long_total,adv_bench_10m_best_long_lo,adv_bench_10m_best_long_hi,adv_bench_10m_best_long_avg_move,adv_bench_10m_best_short_rate,adv_bench_10m_best_short_total,adv_bench_10m_best_short_lo,adv_bench_10m_best_short_hi,adv_bench_10m_best_short_avg_move,adv_bench_30m_best_long_rate,adv_bench_30m_best_long_total,adv_bench_30m_best_long_lo,adv_bench_30m_best_long_hi,adv_bench_30m_best_long_avg_move,adv_bench_30m_best_short_rate,adv_bench_30m_best_short_total,adv_bench_30m_best_short_lo,adv_bench_30m_best_short_hi,adv_bench_30m_best_short_avg_move,corr,beta
MSTY,SPY,40,40,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,-1.0,-1.0,0.9289,0.6364,22,0.0,0.0,-1.5879,,,,,,0.6364,22,0.0,0.0,-2.1307,0.6061,33,-2.0,-2.0,0.3725,0.6875,16,-7.0,-7.0,-0.4455,0.6,10,-6.0,-6.0,0.3067,0.6456,79,-5.0,-3.0,-0.5612,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,21,1.0,1.0,-0.3987,,,,,,0.6165,133,-1.0,-1.0,-0.556,0.5509,2.5268
MSTZ,QQQ,40,40,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6216,37,-4.0,-4.0,0.9352,0.6667,39,-6.0,-5.0,-0.9631,0.7353,34,-4.0,-4.0,1.5236,0.6061,33,-3.0,-3.0,-0.892,,,,,,,,,,,,,,,,,,,,,0.65,20,-3.0,-3.0,0.8277,,,,,,0.9,10,3.0,3.0,0.6956,,,,,,-0.3348,-1.8931
MT,SLX,40,40,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6579,38,-2.0,-2.0,0.21,0.6,45,0.0,0.0,-0.2067,0.6522,23,2.0,2.0,0.3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8102,1.6094
MTA,GDX,13,13,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6538,26,2.0,3.0,-0.3894,,,,,,0.9375,16,-3.0,-3.0,-0.778,,,,,,,,,,,,,,,,,,,,,,,,,,0.6522,23,-4.0,-3.0,-0.3793,0.6471,17,2.0,2.0,0.6482,0.6667,57,-4.0,-1.0,-0.5961,0.8612,0.5525
MTDR,XLE,16,16,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7368,19,2.0,2.0,0.2443,0.625,16,-3.0,-3.0,-0.185,0.8182,11,-4.0,-4.0,0.2533,,,,,,,,,,,,,,,,,,,,,,,,,,0.7059,17,2.0,2.0,0.1783,,,,,,0.6176,34,-2.0,-2.0,0.3871,,,,,,0.9115,1.6168
MTEK,IGV,12,23,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3502,0.7313
MTEN,IWM,22,27,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,0.0,0.0,-2.7625,,,,,,0.7143,14,0.0,0.0,-4.008,,,,,,0.6579,38,15.0,15.0,-5.2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,88,-1.0,0.0,-1.9454,,,,,,0.6203,79,-1.0,0.0,-2.7631,0.3215,1.7656
MTSI,SOXX,22,22,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,18,0.0,0.0,0.3664,,,,,,0.6538,52,-1.0,1.0,0.6379,0.6071,28,2.0,3.0,-0.5653,,,,,,,,,,,,,,,,,,,,,0.6757,37,-5.0,-3.0,0.5028,0.7,10,5.0,5.0,-0.2671,0.6364,33,-1.0,0.0,0.89,0.8,10,5.0,5.0,-0.495,0.9319,0.8853
MTUM,QQQ,24,24,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,84,1.0,2.0,0.1729,0.6522,23,-2.0,-2.0,-0.23,0.6098,82,1.0,2.0,0.2418,0.6087,23,-2.0,-2.0,-0.3757,,,,,,,,,,,,,,,,,,,,,0.75,12,2.0,2.0,0.0956,0.6,10,-3.0,-3.0,-0.245,0.6667,12,2.0,2.0,0.2025,,,,,,0.941,1.7006
MTVA,IBB,24,36,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-15.0,-15.0,1.435,0.6735,49,15.0,15.0,-4.3564,0.6154,13,-15.0,-15.0,2.2725,0.68,50,15.0,15.0,-6.2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6471,17,-1.0,-1.0,-1.4991,-0.0118,-0.102
MTZ,IWM,16,16,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,25,1.0,1.0,-0.2626,,,,,,0.6731,52,1.0,2.0,-0.5091,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-3.0,-3.0,-0.22,,,,,,0.6452,31,-3.0,-2.0,-0.468,0.6255,1.3351
MU,DRAM,40,40,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,63,0.0,0.0,0.3259,0.6154,39,-3.0,-3.0,-0.4,0.6349,63,0.0,0.0,0.4473,0.6809,47,-5.0,-5.0,-0.6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9462,0.8478
MUB,IWM,13,13,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6328,128,0.0,0.0,-0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-3.0,-3.0,0.0133,0.631,187,-1.0,1.0,-0.012,0.6207,29,-3.0,-2.0,0.035,,,,,,0.7613,0.1434
MUD,IWM,40,40,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,20,0.0,0.0,1.5673,,,,,,0.75,20,0.0,0.0,2.9833,0.6667,12,-1.0,-1.0,-2.8087,0.6429,28,2.0,2.0,0.585,0.6528,72,-1.0,0.0,-0.6653,0.6,25,2.0,2.0,0.9413,0.6344,93,-1.0,1.0,-0.9397,,,,,,,,,,,,,,,,,,,,,,,,,,0.7101,69,1.0,1.0,-0.4533,,,,,,0.6,10,-3.0,-3.0,-0.825,-0.6858,-4.508
MUFG,KRE,33,33,262,0.7857,14,0.0,0.0,0.6445,,,,,,0.6429,14,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,-2.0,-2.0,0.1117,0.6462,65,1.0,1.0,-0.1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6222,45,1.0,1.0,-0.1121,,,,,,0.6667,21,-2.0,-2.0,-0.2293,0.2717,0.5756
MULL,QQQ,39,40,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-1.0,-1.0,4.84,0.6923,13,0.0,0.0,-4.0922,,,,,,0.6154,13,0.0,0.0,-6.4825,0.6429,42,-1.0,0.0,1.2881,0.6905,42,7.0,9.0,-0.6934,0.6842,38,-15.0,-15.0,1.2912,0.7143,49,-8.0,-5.0,-1.2411,,,,,,,,,,,,,,,,,,,,,0.6923,13,2.0,2.0,0.9856,0.7143,14,-3.0,-3.0,-0.992,,,,,,,,,,,0.862,8.3955
MUR,XLE,18,18,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,16,-4.0,-4.0,0.166,0.6471,17,2.0,2.0,-0.1673,0.8235,17,-4.0,-4.0,0.315,0.6667,36,0.0,0.0,-0.3846,,,,,,,,,,,,,,,,,,,,,0.75,12,-3.0,-3.0,0.1711,,,,,,,,,,,0.6204,108,-1.0,0.0,-0.4087,0.9082,1.6718
MUU,QQQ,40,40,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,0.0,0.0,-3.577,,,,,,0.7143,14,0.0,0.0,-5.209,0.6346,52,15.0,15.0,1.1403,0.6522,46,-8.0,-6.0,-1.0033,0.6,40,4.0,5.0,1.4742,0.7188,32,-8.0,-7.0,-1.2817,,,,,,,,,,,,,,,,,,,,,0.68,25,2.0,2.0,0.9365,,,,,,0.64,25,2.0,2.0,1.4225,,,,,,0.859,8.2477
MUX,GDX,25,25,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6552,29,-5.0,-4.0,0.3474,0.8462,13,4.0,4.0,-0.4282,0.6087,23,1.0,1.0,0.4721,0.7273,22,-3.0,-3.0,-0.66,,,,,,,,,,,,,,,,,,,,,0.6316,19,1.0,1.0,0.6342,0.6957,23,-3.0,-3.0,-0.3275,,,,,,0.6222,45,2.0,3.0,-0.7418,0.9472,0.994
MUYY,QQQ,11,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7657,0.557
MUZ,SPY,24,24,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,0.0,0.0,1.863,,,,,,,,,,,,,,,,0.6875,16,-7.0,-7.0,0.7845,0.6486,37,-15.0,-15.0,-1.1004,0.6087,23,8.0,9.0,1.7536,0.72,25,-2.0,-1.0,-1.4339,,,,,,,,,,,,,,,,,,,,,,,,,,0.6842,19,1.0,1.0,-0.95,,,,,,0.7368,19,1.0,1.0,-1.7036,-0.7052,-11.8505
MVIS,QQQ,40,40,306,0.6,10,0.0,0.0,1.7617,,,,,,0.6,10,0.0,0.0,2.3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,24,-1.0,0.0,-3.0938,0.7,10,-1.0,-1.0,3.5529,0.6429,14,0.0,0.0,-3.2867,0.6842,19,-2.0,-2.0,0.8538,0.6667,21,-1.0,-1.0,-0.5893,0.6,10,-10.0,-10.0,0.995,0.6154,13,5.0,5.0,-0.9012,,,,,,,,,,,,,,,,,,,,,,,,,,0.6351,74,-1.0,-1.0,-0.8817,,,,,,,,,,,0.5779,1.0482
MVLL,QQQ,40,40,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,0.0,0.0,-5.731,,,,,,0.7143,14,0.0,0.0,-6.969,0.7105,38,3.0,4.0,1.3904,0.6667,18,-7.0,-7.0,-0.9492,0.6735,49,2.0,4.0,1.6773,0.6522,23,1.0,1.0,-2.4107,,,,,,,,,,,,,,,,,,,,,0.6104,231,0.0,1.0,1.126,0.6842,19,-3.0,-3.0,-1.4169,0.6429,98,1.0,2.0,1.4276,0.6667,15,-3.0,-3.0,-1.704,0.8398,7.3377
MVST,QQQ,39,39,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-1.0,-1.0,2.8317,0.6429,14,0.0,0.0,-2.33,,,,,,,,,,,0.6471,17,3.0,3.0,1.0036,0.8,15,4.0,4.0,-0.385,,,,,,0.7333,15,-3.0,-3.0,-0.8891,,,,,,,,,,,,,,,,,,,,,,,,,,0.6596,47,1.0,2.0,-0.4906,,,,,,0.7037,27,-2.0,-2.0,-0.8863,0.7172,1.3888
MWC,IWM,11,22,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,22,15.0,15.0,-7.7579,,,,,,0.6522,23,15.0,15.0,-18.5987,,,,,,,,,,,,,,,,,,,,,,,,,,0.6579,38,0.0,1.0,-4.2336,0.6,10,-1.0,-1.0,1.3517,0.75,24,0.0,0.0,-13.925,0.309,1.3631
MWH,IWM,11,12,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,16,2.0,2.0,0.3917,0.6471,17,-2.0,-2.0,-0.8864,0.6154,13,1.0,1.0,0.5412,0.65,20,-4.0,-4.0,-0.6238,,,,,,,,,,,,,,,,,,,,,0.7333,15,-2.0,-2.0,0.4136,,,,,,,,,,,,,,,,0.8378,1.9277
MX,SOXX,40,40,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-2.0,-2.0,1.0337,0.8667,15,1.0,1.0,-0.76,0.6154,26,15.0,15.0,2.3587,0.7143,28,-1.0,0.0,-1.6105,,,,,,,,,,,,,,,,,,,,,0.6538,26,-1.0,-1.0,1.2741,0.7778,18,-2.0,-2.0,-1.0493,,,,,,0.7419,31,-3.0,-2.0,-1.27,0.8532,0.8676
MXCT,SPY,12,15,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6827,104,-2.0,4.0,-0.2335,,,,,,0.7,40,-3.0,-1.0,-0.3407,,,,,,,,,,,,,,,,,,,,,,,,,,0.635,137,-1.0,0.0,-0.2883,,,,,,0.6296,81,0.0,0.0,-0.7637,0.5186,1.0141
MXL,SOXX,39,39,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6222,45,0.0,1.0,0.9179,,,,,,0.6098,41,-5.0,-4.0,0.7764,0.6111,18,-3.0,-3.0,-1.8355,,,,,,,,,,,,,,,,,,,,,0.7333,30,-1.0,-1.0,0.6891,,,,,,0.7021,47,-2.0,-1.0,1.0682,0.6154,13,5.0,5.0,-1.4363,0.9154,1.1367
MYGN,IHI,12,12,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6716,67,-2.0,0.0,-0.306,,,,,,0.65,40,-2.0,-1.0,-0.5596,,,,,,,,,,,,,,,,,,,,,,,,,,0.6258,155,-2.0,2.0,-0.3843,,,,,,,,,,,0.3436,0.372
MYO,IWM,26,31,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,2.0,2.0,-0.915,,,,,,0.8,10,0.0,0.0,-1.325,,,,,,,,,,,,,,,,,,,,,,,,,,0.6327,98,-1.0,1.0,-0.6703,,,,,,,,,,,0.4502,1.2215
NABL,IGV,13,13,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,5.0,5.0,0.9233,0.6571,35,1.0,2.0,-0.4639,0.6571,35,3.0,4.0,0.8135,0.6875,16,1.0,1.0,-0.66,,,,,,,,,,,,,,,,,,,,,0.6364,11,3.0,3.0,0.6471,0.6667,39,-1.0,-1.0,-0.6019,0.68,25,2.0,3.0,0.82,0.8,10,-3.0,-3.0,-0.54,0.7739,1.2483
NAGE,IWM,17,19,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6981,53,-3.0,0.0,-0.3589,0.6923,13,3.0,3.0,0.7189,0.7297,37,-3.0,-1.0,-0.7211,,,,,,,,,,,,,,,,,,,,,,,,,,0.6222,90,-1.0,1.0,-0.3639,,,,,,0.6596,47,-2.0,-1.0,-0.7345,0.6408,0.5759
NAIL,IWM,40,40,264,,,,,,0.8,10,-1.0,-1.0,-2.46,,,,,,0.7,10,-1.0,-1.0,-2.7257,,,,,,,,,,,,,,,,,,,,,0.6316,19,0.0,0.0,2.8683,,,,,,,,,,,0.6923,13,-1.0,-1.0,-2.8278,0.6,20,2.0,2.0,0.7058,0.6667,45,-4.0,-2.0,-0.473,0.6,15,-3.0,-3.0,0.6178,0.8421,19,4.0,4.0,-0.8331,,,,,,,,,,,,,,,,,,,,,0.7,20,-2.0,-2.0,0.5314,0.6364,44,1.0,1.0,-0.5896,,,,,,,,,,,0.5866,1.7535
NAK,SPY,40,40,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,21,0.0,0.0,-2.1762,,,,,,,,,,,0.8125,16,-6.0,-6.0,0.4623,0.6667,24,-1.0,-1.0,-0.5025,0.7059,17,3.0,3.0,0.9975,0.6875,32,-5.0,-4.0,-0.6373,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,16,1.0,1.0,-0.7117,,,,,,0.6154,13,-2.0,-2.0,-0.605,0.5824,2.1186
NAKA,SPY,22,26,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,42,0.0,0.0,-9.1973,,,,,,,,,,,0.4753,1.6427
NAMM,GDX,21,30,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,1.0,1.0,2.2567,0.7083,24,15.0,15.0,-3.6647,,,,,,0.7692,13,-4.0,-4.0,-1.023,,,,,,,,,,,,,,,,,,,,,,,,,,0.6897,29,1.0,2.0,-1.031,,,,,,0.75,12,2.0,2.0,-2.1622,0.6053,0.3938
NAMS,XBI,19,23,182,0.7273,11,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6852,54,-4.0,-2.0,-0.4481,0.7059,17,-1.0,-1.0,0.5475,0.9091,22,-2.0,-2.0,-0.788,,,,,,,,,,,,,,,,,,,,,0.6296,27,-1.0,-1.0,0.4518,0.8696,23,-3.0,-2.0,-0.4375,,,,,,0.7115,52,-3.0,-1.0,-0.6259,0.7729,0.8779
NASA,SPY,40,40,625,,,,,,0.7,10,-1.0,-1.0,-0.8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,21,0.0,0.0,-2.0414,,,,,,0.619,21,0.0,0.0,-2.4146,0.6667,12,8.0,8.0,0.2987,0.62,50,1.0,1.0,-0.2977,0.6471,17,-6.0,-6.0,0.5418,0.6897,58,3.0,5.0,-0.5178,,,,,,,,,,,,,,,,,,,,,0.6364,33,1.0,1.0,0.3038,0.6071,28,-2.0,-2.0,-0.4624,0.6061,33,1.0,1.0,0.6565,,,,,,0.7288,2.6986
NAT,IWM,30,30,243,0.6429,14,0.0,0.0,1.0889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,12,0.0,0.0,1.76,,,,,,,,,,,,,,,,,,,,,0.6476,105,-1.0,1.0,-0.2591,,,,,,0.6406,64,1.0,2.0,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,0.6129,124,0.0,1.0,-0.2854,,,,,,0.6471,17,-2.0,-2.0,-0.2582,0.102,0.1015
NAUT,SPY,19,21,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,1.0,1.0,-0.5837,,,,,,0.7222,36,-1.0,1.0,-0.6696,,,,,,,,,,,,,,,,,,,,,,,,,,0.675,40,-1.0,-1.0,-0.3559,,,,,,0.6628,86,-1.0,0.0,-0.7002,0.6394,1.3117
NAVN,IGV,32,32,253,,,,,,,,,,,0.8,10,-1.0,-1.0,1.8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,4.0,4.0,0.34,0.8,15,5.0,5.0,-0.4383,0.6429,14,-2.0,-2.0,0.6411,,,,,,,,,,,,,,,,,,,,,,,,,,0.6333,30,1.0,1.0,0.4674,0.6562,32,-2.0,-2.0,-0.3995,0.6,30,1.0,1.0,0.8856,,,,,,0.6057,0.7265
NB,IWM,37,37,252,0.6,10,0.0,0.0,1.5617,,,,,,0.6,10,0.0,0.0,1.7583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,-1.0,-1.0,2.3463,,,,,,0.65,20,1.0,1.0,0.5654,0.6923,39,-3.0,-2.0,-0.4119,0.7619,21,-1.0,-1.0,0.9487,0.7,40,-3.0,-2.0,-0.8357,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-3.0,-3.0,-0.5383,,,,,,0.6,45,1.0,1.0,-0.717,0.8245,2.3434
NBIG,QQQ,40,40,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,0.0,0.0,-6.079,,,,,,0.6429,14,0.0,0.0,-6.0689,0.6,15,3.0,3.0,2.1089,0.7,10,-5.0,-5.0,-0.9443,0.6667,12,3.0,3.0,3.125,0.7,10,-12.0,-12.0,-1.6114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6061,66,0.0,0.0,-2.02,0.7429,5.428
NBIL,QQQ,40,40,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,-1.0,-1.0,5.8613,0.7143,14,0.0,0.0,-6.424,0.7,10,-1.0,-1.0,9.0014,,,,,,0.6957,23,2.0,3.0,1.7925,0.9091,11,4.0,4.0,-1.267,0.7083,24,2.0,3.0,2.4047,0.6471,17,-3.0,-3.0,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,40,-2.0,-2.0,-0.9,,,,,,,,,,,0.7328,5.469
NBIS,QQQ,40,40,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,0.0,0.0,-3.113,,,,,,,,,,,0.6053,38,-4.0,-4.0,0.427,0.75,16,-7.0,-7.0,-0.5083,0.6111,54,-2.0,-2.0,0.7909,0.6939,49,0.0,0.0,-0.7509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7313,2.7526
NBIX,XBI,12,12,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,-3.0,-3.0,0.2438,0.6471,17,2.0,2.0,-0.1027,0.6923,13,2.0,2.0,0.1811,0.6232,69,-2.0,-1.0,-0.347,,,,,,,,,,,,,,,,,,,,,0.7,10,-3.0,-3.0,0.0971,0.6364,11,3.0,3.0,-0.2329,,,,,,0.6364,11,3.0,3.0,-0.1443,0.4147,0.2917
NBIZ,IWM,40,40,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,20,0.0,0.0,4.9329,0.6667,12,-1.0,-1.0,-5.49,,,,,,0.6667,12,-1.0,-1.0,-6.575,0.6364,11,-1.0,-1.0,1.1386,0.9,10,-9.0,-9.0,-1.77,0.6667,12,-6.0,-6.0,3.8212,0.6923,13,5.0,5.0,-0.9578,,,,,,,,,,,,,,,,,,,,,0.6486,37,-3.0,-2.0,1.7312,,,,,,,,,,,,,,,,-0.5916,-6.4608
NBP,SPY,19,21,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,0.0,0.0,-2.0037,,,,,,,,,,,,,,,,0.7333,15,0.0,0.0,-0.3336,,,,,,0.6,10,-1.0,-1.0,-0.6733,,,,,,,,,,,,,,,,,,,,,,,,,,0.679,81,-1.0,1.0,-0.4905,,,,,,0.6,40,-1.0,-1.0,-1.1563,0.578,1.4994
NCLH,XLY,40,40,319,0.7,10,-1.0,-1.0,0.6971,,,,,,0.7,10,-1.0,-1.0,1.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6724,58,0.0,0.0,-0.2549,,,,,,0.6406,64,0.0,0.0,-0.4268,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,36,1.0,1.0,-0.2664,,,,,,0.6207,87,-1.0,-1.0,-0.4,0.6543,1.852
