ticker_a,ticker_b,bench,PRE_total,PRE_converged,PRE_unresolved,PRE_hard,PRE_soft,PRE_rate,PRE_rate_lb,PRE_wins,PRE_win_rate,PRE_win_rate_lb,PRE_alpha,PRE_alpha_z,PRE_sigma,PRE_sigma_rate,PRE_sigma_n,PRE_gamma,PRE_gamma_rate,PRE_gamma_n,PRE_gamma_cap,PRE_avg_peak,PRE_p90_peak,PRE_median_bars,PRE_cap_mean,PRE_cap_p50,PRE_cap_p10,PRE_cap_lb,PRE_cap_conv_mean,PRE_conv_per_day,PRE_total_per_day,PRE_score,PRE_long_total,PRE_long_rate,PRE_long_alpha,PRE_short_total,PRE_short_rate,PRE_short_alpha,PRE_alpha_pos,PRE_alpha_neg,PRE_sigma_pos,PRE_sigma_rate_pos,PRE_sigma_n_pos,PRE_sigma_neg,PRE_sigma_rate_neg,PRE_sigma_n_neg,PRE_gamma_pos,PRE_gamma_rate_pos,PRE_gamma_n_pos,PRE_gamma_cap_pos,PRE_gamma_neg,PRE_gamma_rate_neg,PRE_gamma_n_neg,PRE_gamma_cap_neg,PRE_corr,PRE_beta,PRE_alpha_ols,PRE_resid_std,PRE_mr_lambda,PRE_half_life,PRE_beta_drift,PRE_adf_t,PRE_adf_p,PRE_adf_stationary_5pct,PRE_n_bars,PRE_n_days,OPEN_total,OPEN_converged,OPEN_unresolved,OPEN_hard,OPEN_soft,OPEN_rate,OPEN_rate_lb,OPEN_wins,OPEN_win_rate,OPEN_win_rate_lb,OPEN_alpha,OPEN_alpha_z,OPEN_sigma,OPEN_sigma_rate,OPEN_sigma_n,OPEN_gamma,OPEN_gamma_rate,OPEN_gamma_n,OPEN_gamma_cap,OPEN_avg_peak,OPEN_p90_peak,OPEN_median_bars,OPEN_cap_mean,OPEN_cap_p50,OPEN_cap_p10,OPEN_cap_lb,OPEN_cap_conv_mean,OPEN_conv_per_day,OPEN_total_per_day,OPEN_score,OPEN_long_total,OPEN_long_rate,OPEN_long_alpha,OPEN_short_total,OPEN_short_rate,OPEN_short_alpha,OPEN_alpha_pos,OPEN_alpha_neg,OPEN_sigma_pos,OPEN_sigma_rate_pos,OPEN_sigma_n_pos,OPEN_sigma_neg,OPEN_sigma_rate_neg,OPEN_sigma_n_neg,OPEN_gamma_pos,OPEN_gamma_rate_pos,OPEN_gamma_n_pos,OPEN_gamma_cap_pos,OPEN_gamma_neg,OPEN_gamma_rate_neg,OPEN_gamma_n_neg,OPEN_gamma_cap_neg,OPEN_corr,OPEN_beta,OPEN_alpha_ols,OPEN_resid_std,OPEN_mr_lambda,OPEN_half_life,OPEN_beta_drift,OPEN_adf_t,OPEN_adf_p,OPEN_adf_stationary_5pct,OPEN_n_bars,OPEN_n_days,INTRA_total,INTRA_converged,INTRA_unresolved,INTRA_hard,INTRA_soft,INTRA_rate,INTRA_rate_lb,INTRA_wins,INTRA_win_rate,INTRA_win_rate_lb,INTRA_alpha,INTRA_alpha_z,INTRA_sigma,INTRA_sigma_rate,INTRA_sigma_n,INTRA_gamma,INTRA_gamma_rate,INTRA_gamma_n,INTRA_gamma_cap,INTRA_avg_peak,INTRA_p90_peak,INTRA_median_bars,INTRA_cap_mean,INTRA_cap_p50,INTRA_cap_p10,INTRA_cap_lb,INTRA_cap_conv_mean,INTRA_conv_per_day,INTRA_total_per_day,INTRA_score,INTRA_long_total,INTRA_long_rate,INTRA_long_alpha,INTRA_short_total,INTRA_short_rate,INTRA_short_alpha,INTRA_alpha_pos,INTRA_alpha_neg,INTRA_sigma_pos,INTRA_sigma_rate_pos,INTRA_sigma_n_pos,INTRA_sigma_neg,INTRA_sigma_rate_neg,INTRA_sigma_n_neg,INTRA_gamma_pos,INTRA_gamma_rate_pos,INTRA_gamma_n_pos,INTRA_gamma_cap_pos,INTRA_gamma_neg,INTRA_gamma_rate_neg,INTRA_gamma_n_neg,INTRA_gamma_cap_neg,INTRA_corr,INTRA_beta,INTRA_alpha_ols,INTRA_resid_std,INTRA_mr_lambda,INTRA_half_life,INTRA_beta_drift,INTRA_adf_t,INTRA_adf_p,INTRA_adf_stationary_5pct,INTRA_n_bars,INTRA_n_days
BLOK,DAPP,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,13.0,7.0,0.0,13.0,0.65,0.432851,16.0,0.8,0.583978,1.219395,1.273486,,,0.0,,,0.0,,1.719483,3.245001,72.0,0.187394,0.21925,-0.257059,0.025857,0.129298,0.240741,0.37037,0.240741,12.0,0.75,1.576688,8.0,0.5,1.192064,1.576688,1.192064,,,0.0,1.0,0.5,6.0,,,0.0,,,,0.0,,0.898038,0.525177,0.008776,0.957526,-0.00388,178.313445,0.14001,,,,7565.0,54.0
BLOK,FTEC,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,27.0,19.0,6.0,21.0,0.586957,0.443392,17.0,0.369565,0.245236,1.706673,0.992156,,,0.0,,,0.0,,1.990313,3.150352,73.0,-0.236488,-0.432823,-1.443852,-0.533515,-0.026045,0.482143,0.821429,0.482143,24.0,0.5417,1.706673,22.0,0.6364,1.613281,1.706673,1.613281,,,0.0,,,0.0,,,0.0,,,,0.0,,0.743208,0.962053,-0.174631,1.720166,7.5e-05,,0.216748,,,,6986.0,56.0
BLOK,FWD,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,22.0,20.0,1.0,21.0,0.52381,0.377222,12.0,0.285714,0.171669,2.011369,1.147706,,,0.0,,,0.0,,2.439446,3.771659,56.0,-0.401545,-0.29531,-1.889204,-0.722132,-0.25558,0.385965,0.736842,0.385965,20.0,0.5,2.291604,22.0,0.5455,1.787097,2.291604,1.787097,,,0.0,,,0.0,,,0.0,,,,0.0,,0.744434,0.717533,0.184129,1.752512,-0.000318,2177.70097,0.282382,,,,4510.0,57.0
BLOK,GRNJ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,19.0,17.0,2.0,17.0,0.527778,0.370057,14.0,0.388889,0.247847,1.988169,1.375002,,,0.0,,,0.0,,2.137988,3.504615,44.0,-0.184462,-0.146253,-1.269814,-0.436055,-0.152085,0.339286,0.642857,0.339286,17.0,0.6471,1.988169,19.0,0.4211,1.743196,1.988169,1.743196,,,0.0,,,0.0,,,0.0,,,,0.0,,0.781051,1.023424,-0.000371,1.445939,-0.002744,252.291986,0.097015,,,,3652.0,56.0
BLOK,HUTG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,27.0,11.0,5.0,22.0,0.710526,0.552426,18.0,0.473684,0.324788,1.631354,1.109451,,,0.0,,,0.0,,1.899691,3.097359,39.0,0.003638,-0.06025,-1.156385,-0.294119,0.118878,0.490909,0.690909,0.490909,20.0,0.6,1.771653,18.0,0.8333,1.443211,1.771653,1.443211,,,0.0,,,0.0,,,0.0,,,,0.0,,0.725947,0.150356,-0.137714,1.470416,-0.001368,506.397542,0.073721,,,,3594.0,55.0
BLOK,ICVT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,23.0,18.0,5.0,18.0,0.560976,0.410403,20.0,0.487805,0.342542,1.795132,1.120141,,,0.0,,,0.0,,2.026093,2.977191,96.0,-0.20064,-0.027788,-1.525775,-0.480377,-0.002828,0.425926,0.759259,0.425926,20.0,0.6,2.134889,21.0,0.5238,1.478953,2.134889,1.478953,,,0.0,,,0.0,,,0.0,,,,0.0,,0.786811,1.374198,-0.086769,1.602594,0.00015,,0.038525,,,,6293.0,54.0
BLOK,IGM,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,28.0,20.0,5.0,23.0,0.583333,0.442811,15.0,0.3125,0.199455,1.777337,1.01805,,,0.0,,,0.0,,2.007527,3.383501,81.5,-0.231528,-0.339182,-1.250911,-0.522007,0.097702,0.518519,0.888889,0.518519,22.0,0.5,1.797038,26.0,0.6538,1.665841,1.797038,1.665841,,,0.0,,,0.0,,,0.0,,,,0.0,,0.728921,0.890685,0.064377,1.745825,0.000172,,0.013531,,,,6862.0,54.0
BLOK,IGPT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,22.0,17.0,3.0,19.0,0.564103,0.409754,16.0,0.410256,0.270791,2.248151,1.369965,,,0.0,,,0.0,,2.430353,3.528263,72.5,-0.291799,-0.2922,-2.0339,-0.644977,-0.014829,0.407407,0.722222,0.407407,22.0,0.5455,2.348816,17.0,0.5882,2.229813,2.348816,2.229813,,,0.0,,,0.0,,,0.0,,,,0.0,,0.726458,0.615117,0.058098,1.641028,-0.000705,983.477513,0.223891,,,,5207.0,54.0
BLOK,IQQ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,25.0,15.0,6.0,19.0,0.625,0.470322,17.0,0.425,0.285092,1.651639,1.047004,,,0.0,,,0.0,,2.211978,3.753889,73.0,-0.093461,-0.043918,-1.329935,-0.406022,-0.010324,0.531915,0.851064,0.531915,23.0,0.6087,2.161869,17.0,0.6471,1.536026,2.161869,1.536026,,,0.0,,,0.0,,,0.0,,,,0.0,,0.718721,1.551627,-0.218407,1.577491,-0.000759,913.200249,0.014785,,,,6582.0,47.0
BLOK,IREG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,25.0,15.0,7.0,18.0,0.625,0.470322,16.0,0.4,0.263481,1.578541,1.061287,,,0.0,,,0.0,,2.14246,3.467481,88.0,-0.068137,-0.163111,-1.269528,-0.367418,0.104834,0.423729,0.677966,0.423729,22.0,0.6364,2.463506,18.0,0.6111,1.562529,2.463506,1.562529,,,0.0,,,0.0,,,0.0,,,,0.0,,0.771517,0.133169,-0.315781,1.487383,-0.000706,981.365296,0.020503,,,,7947.0,59.0
BLOK,IREX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,27.0,14.0,8.0,19.0,0.658537,0.505496,17.0,0.414634,0.277563,1.699785,1.149767,,,0.0,,,0.0,,2.159927,3.423351,102.0,-0.089808,-0.141648,-1.366219,-0.385823,0.066648,0.457627,0.694915,0.457627,22.0,0.6364,2.88195,19.0,0.6842,1.467122,2.88195,1.467122,,,0.0,,,0.0,,,0.0,,,,0.0,,0.767599,0.133843,-0.329379,1.478374,-0.000519,1334.941382,0.020816,,,,9850.0,59.0
BLOK,IVES,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,25.0,21.0,5.0,20.0,0.543478,0.401799,18.0,0.391304,0.26393,1.831241,1.091285,,,0.0,,,0.0,,2.343286,3.538335,83.0,-0.246623,-0.209337,-1.691101,-0.564035,-0.046573,0.423729,0.779661,0.423729,24.0,0.5833,1.745068,22.0,0.5,2.483311,1.745068,2.483311,,,0.0,,,0.0,,,0.0,,,,0.0,,0.746653,0.955503,-0.220862,1.678059,0.000142,,0.386371,,,,8218.0,59.0
BLOK,IWP,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,30.0,17.0,8.0,22.0,0.638298,0.495356,21.0,0.446809,0.314107,2.124327,1.236832,,,0.0,,,0.0,,2.290959,4.202698,116.5,-0.207863,-0.262634,-1.519922,-0.509179,-0.113786,0.508475,0.79661,0.508475,23.0,0.5652,2.743862,24.0,0.7083,1.614943,2.743862,1.614943,,,0.0,,,0.0,,,0.0,,,,0.0,,0.731494,1.422451,-0.058808,1.717555,-0.000202,3424.763807,0.172492,,,,9677.0,59.0
BLOK,IXN,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,27.0,22.0,7.0,20.0,0.55102,0.413149,18.0,0.367347,0.24665,1.840474,1.0857,,,0.0,,,0.0,,2.076637,3.365421,73.0,-0.223251,-0.198769,-1.468381,-0.498082,0.090915,0.457627,0.830508,0.457627,25.0,0.52,1.710165,24.0,0.5833,1.977928,1.710165,1.977928,,,0.0,,,0.0,,,0.0,,,,0.0,,0.704111,0.848247,0.068797,1.695196,-9e-05,7683.313945,0.19211,,,,7373.0,59.0
BLOK,IYW,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,27.0,23.0,6.0,21.0,0.54,0.403986,18.0,0.36,0.241386,1.745859,1.024404,,,0.0,,,0.0,,2.134836,3.635994,88.0,-0.27408,-0.406852,-1.88556,-0.570549,0.083414,0.457627,0.847458,0.457627,26.0,0.5385,1.718577,24.0,0.5417,1.745859,1.718577,1.745859,,,0.0,,,0.0,,,0.0,,,,0.0,,0.702733,1.041082,-0.116749,1.704268,-0.000224,3093.758309,0.01021,,,,8747.0,59.0
BLOK,JGRO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,26.0,19.0,8.0,18.0,0.577778,0.433005,20.0,0.444444,0.309387,2.056401,1.260943,,,0.0,,,0.0,,2.273819,4.136985,111.5,-0.161242,-0.04637,-1.656412,-0.472965,-0.000731,0.464286,0.803571,0.464286,24.0,0.5833,2.076326,21.0,0.5714,1.769955,2.076326,1.769955,,,0.0,,,0.0,,,0.0,,,,0.0,,0.727974,1.310579,-0.096489,1.630844,-0.000407,1703.157225,0.119586,,,,9216.0,56.0
BLOK,JTEK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,20.0,21.0,2.0,18.0,0.487805,0.342542,13.0,0.317073,0.195644,2.119315,1.288115,,,0.0,,,0.0,,2.44844,3.890683,100.5,-0.418057,-0.354454,-1.795043,-0.734651,-0.274412,0.357143,0.732143,0.357143,21.0,0.5714,2.600989,20.0,0.4,1.648668,2.600989,1.648668,,,0.0,,,0.0,,,0.0,,,,0.0,,0.769022,0.785562,0.01184,1.645284,-0.000202,3429.453389,0.284559,,,,6424.0,56.0
BLOK,MARO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,31.0,10.0,5.0,26.0,0.756098,0.606564,21.0,0.512195,0.364843,1.595666,1.321524,,,0.0,,,0.0,,1.909604,2.844689,72.0,0.158774,0.060725,-0.951494,-0.092829,0.175411,0.553571,0.732143,0.553571,20.0,0.9,2.071518,21.0,0.619,1.429628,2.071518,1.429628,,,0.0,,,0.0,,,0.0,,,,0.0,,0.73175,0.44249,0.147454,1.207444,-0.004874,141.879641,0.062833,,,,6340.0,56.0
BLOK,MRAL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,30.0,8.0,2.0,28.0,0.789474,0.636539,17.0,0.447368,0.301462,1.738579,1.351947,,,0.0,,,0.0,,1.942162,3.001638,35.5,0.01329,-0.034925,-1.005108,-0.219337,0.046724,0.517241,0.655172,0.517241,17.0,0.8824,1.878339,21.0,0.7143,1.538856,1.878339,1.538856,,,0.0,,,0.0,,,0.0,,,,0.0,,0.749098,0.162917,-0.043009,1.285982,-0.004454,155.272286,0.012256,,,,3497.0,58.0
BLOK,NCLD,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11.0,5.0,4.0,7.0,0.6875,0.444039,5.0,0.3125,0.141644,1.773317,1.187832,,,0.0,,,0.0,,1.951488,3.011838,100.0,-0.022126,-0.162342,-0.787921,-0.351784,0.158693,0.458333,0.666667,0.458333,7.0,0.5714,2.00931,9.0,0.7778,1.734464,2.00931,1.734464,,,0.0,,,0.0,,,0.0,,,,0.0,,0.716372,0.399352,0.030859,1.492902,-0.000748,926.900446,0.001064,,,,3708.0,24.0
BLOK,PBW,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,24.0,23.0,7.0,17.0,0.510638,0.372422,21.0,0.446809,0.314107,1.834835,1.226897,,,0.0,,,0.0,,1.95619,2.63582,91.5,-0.087122,-0.064672,-1.104519,-0.362759,0.167359,0.413793,0.810345,0.413793,27.0,0.5185,1.769007,20.0,0.5,1.987304,1.769007,1.987304,1.8,0.2,5.0,,,0.0,,,0.0,,,,0.0,,0.773553,0.722859,0.227894,1.495509,-0.000525,1319.259716,0.071124,,,,9306.0,58.0
BLOK,PTF,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,28.0,16.0,3.0,25.0,0.636364,0.488661,17.0,0.386364,0.25721,1.934231,1.18526,,,0.0,,,0.0,,2.235417,3.12761,53.5,-0.185346,-0.277398,-1.428177,-0.446332,-0.083247,0.491228,0.77193,0.491228,24.0,0.5833,2.267354,20.0,0.7,1.655538,2.267354,1.655538,,,0.0,,,0.0,,,0.0,,,,0.0,,0.747943,0.357007,-0.146531,1.631904,-0.001679,412.405523,0.005366,,,,4749.0,57.0
BLOK,QCLN,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,24.0,20.0,5.0,19.0,0.545455,0.400659,18.0,0.409091,0.276876,2.170351,1.325769,,,0.0,,,0.0,,2.33721,4.241298,78.5,-0.153326,-0.186398,-1.112358,-0.449288,0.026705,0.40678,0.745763,0.40678,22.0,0.4545,2.302992,22.0,0.6364,1.883464,2.302992,1.883464,,,0.0,,,0.0,,,0.0,,,,0.0,,0.7509,0.638214,0.243208,1.637051,-0.000908,763.164189,0.103348,,,,6273.0,59.0
BLOK,QNDX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,26.0,16.0,5.0,21.0,0.619048,0.468138,18.0,0.428571,0.291174,2.059721,1.2971,,,0.0,,,0.0,,2.309579,3.762041,71.5,-0.15693,-0.158289,-1.228864,-0.458426,-0.043455,0.472727,0.763636,0.472727,22.0,0.6818,2.122413,20.0,0.55,1.614314,2.122413,1.614314,,,0.0,,,0.0,,,0.0,,,,0.0,,0.716176,1.497994,-0.107418,1.587944,1.2e-05,,0.191612,,,,6046.0,55.0
BLOK,QTEC,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,24.0,19.0,4.0,20.0,0.55814,0.411074,16.0,0.372093,0.243761,2.107292,1.222922,,,0.0,,,0.0,,2.331861,3.95392,57.5,-0.267475,-0.132639,-1.543933,-0.587813,-0.057594,0.40678,0.728814,0.40678,26.0,0.5385,2.153793,17.0,0.5882,1.966292,2.153793,1.966292,,,0.0,,,0.0,,,0.0,,,,0.0,,0.746916,0.700721,-0.323585,1.723162,0.000501,,0.390523,,,,4836.0,59.0
BLOK,QTOP,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,24.0,20.0,4.0,20.0,0.545455,0.400659,15.0,0.340909,0.218756,2.052267,1.342884,,,0.0,,,0.0,,2.25404,3.614561,53.5,-0.201018,-0.292804,-1.416986,-0.506089,0.194856,0.40678,0.745763,0.40678,23.0,0.5652,2.044718,21.0,0.5238,2.059815,2.044718,2.059815,,,0.0,,,0.0,,,0.0,,,,0.0,,0.711515,1.086029,-0.160933,1.528253,-0.000559,1239.152213,0.171673,,,,4667.0,59.0
BLOK,QTUM,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,22.0,21.0,3.0,19.0,0.511628,0.367521,13.0,0.302326,0.186018,2.281171,1.467923,,,0.0,,,0.0,,2.329142,3.805877,108.5,-0.271033,-0.210627,-1.54099,-0.574148,-0.233806,0.372881,0.728814,0.372881,21.0,0.4762,2.485255,22.0,0.5455,2.001722,2.485255,2.001722,,,0.0,,,0.0,,,0.0,,,,0.0,,0.751894,0.774408,-0.024225,1.554012,-0.001054,657.117795,0.09408,,,,9026.0,59.0
BLOK,RIOX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,24.0,16.0,4.0,20.0,0.6,0.445956,16.0,0.4,0.263481,1.837246,1.287374,,,0.0,,,0.0,,2.056179,3.324687,45.5,-0.095168,-0.078228,-0.905992,-0.361209,0.048341,0.421053,0.701754,0.421053,20.0,0.55,1.986934,20.0,0.65,1.681078,1.986934,1.681078,,,0.0,,,0.0,,,0.0,,,,0.0,,0.735064,0.156643,0.00839,1.427127,-0.001049,660.537679,0.045278,,,,4070.0,57.0
BLOK,RPG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,26.0,25.0,7.0,19.0,0.509804,0.376807,21.0,0.411765,0.287542,2.116565,1.194271,,,0.0,,,0.0,,2.257529,3.507928,108.5,-0.229266,-0.200366,-1.305053,-0.511583,-0.038996,0.45614,0.894737,0.45614,25.0,0.48,2.301175,26.0,0.5385,1.960268,2.301175,1.960268,,,0.0,,,0.0,,,0.0,,,,0.0,,0.745235,0.775138,0.055491,1.772264,-0.000237,2918.415566,0.183441,,,,8343.0,57.0
BLOK,RSPT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,26.0,22.0,3.0,23.0,0.541667,0.402908,16.0,0.333333,0.216766,2.161271,1.131492,,,0.0,,,0.0,,2.463613,3.724436,126.0,-0.376668,-0.463239,-1.740373,-0.680428,-0.113571,0.45614,0.842105,0.45614,24.0,0.5417,2.215596,24.0,0.5417,1.717579,2.215596,1.717579,,,0.0,,,0.0,,,0.0,,,,0.0,,0.706361,0.780667,-0.188193,1.910107,0.000297,,0.173439,,,,9197.0,57.0
BLOK,SCHA,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,27.0,17.0,8.0,19.0,0.613636,0.466233,20.0,0.454545,0.31705,2.172241,1.276413,,,0.0,,,0.0,,2.230548,3.268881,148.0,-0.097876,-0.190756,-1.359733,-0.407536,0.185938,0.465517,0.758621,0.465517,23.0,0.5652,2.243802,21.0,0.6667,1.89157,2.243802,1.89157,,,0.0,,,0.0,,,0.0,,,,0.0,,0.734354,1.454728,0.084506,1.701833,-0.000755,917.158251,0.519561,,,,11216.0,58.0
