ticker_a,ticker_b,bench,PRE_total,PRE_converged,PRE_unresolved,PRE_hard,PRE_soft,PRE_rate,PRE_rate_lb,PRE_wins,PRE_win_rate,PRE_win_rate_lb,PRE_alpha,PRE_alpha_z,PRE_sigma,PRE_sigma_rate,PRE_sigma_n,PRE_gamma,PRE_gamma_rate,PRE_gamma_n,PRE_gamma_cap,PRE_avg_peak,PRE_p90_peak,PRE_median_bars,PRE_cap_mean,PRE_cap_p50,PRE_cap_p10,PRE_cap_lb,PRE_cap_conv_mean,PRE_conv_per_day,PRE_total_per_day,PRE_score,PRE_long_total,PRE_long_rate,PRE_long_alpha,PRE_short_total,PRE_short_rate,PRE_short_alpha,PRE_alpha_pos,PRE_alpha_neg,PRE_sigma_pos,PRE_sigma_rate_pos,PRE_sigma_n_pos,PRE_sigma_neg,PRE_sigma_rate_neg,PRE_sigma_n_neg,PRE_gamma_pos,PRE_gamma_rate_pos,PRE_gamma_n_pos,PRE_gamma_cap_pos,PRE_gamma_neg,PRE_gamma_rate_neg,PRE_gamma_n_neg,PRE_gamma_cap_neg,PRE_corr,PRE_beta,PRE_alpha_ols,PRE_resid_std,PRE_mr_lambda,PRE_half_life,PRE_beta_drift,PRE_adf_t,PRE_adf_p,PRE_adf_stationary_5pct,PRE_n_bars,PRE_n_days,OPEN_total,OPEN_converged,OPEN_unresolved,OPEN_hard,OPEN_soft,OPEN_rate,OPEN_rate_lb,OPEN_wins,OPEN_win_rate,OPEN_win_rate_lb,OPEN_alpha,OPEN_alpha_z,OPEN_sigma,OPEN_sigma_rate,OPEN_sigma_n,OPEN_gamma,OPEN_gamma_rate,OPEN_gamma_n,OPEN_gamma_cap,OPEN_avg_peak,OPEN_p90_peak,OPEN_median_bars,OPEN_cap_mean,OPEN_cap_p50,OPEN_cap_p10,OPEN_cap_lb,OPEN_cap_conv_mean,OPEN_conv_per_day,OPEN_total_per_day,OPEN_score,OPEN_long_total,OPEN_long_rate,OPEN_long_alpha,OPEN_short_total,OPEN_short_rate,OPEN_short_alpha,OPEN_alpha_pos,OPEN_alpha_neg,OPEN_sigma_pos,OPEN_sigma_rate_pos,OPEN_sigma_n_pos,OPEN_sigma_neg,OPEN_sigma_rate_neg,OPEN_sigma_n_neg,OPEN_gamma_pos,OPEN_gamma_rate_pos,OPEN_gamma_n_pos,OPEN_gamma_cap_pos,OPEN_gamma_neg,OPEN_gamma_rate_neg,OPEN_gamma_n_neg,OPEN_gamma_cap_neg,OPEN_corr,OPEN_beta,OPEN_alpha_ols,OPEN_resid_std,OPEN_mr_lambda,OPEN_half_life,OPEN_beta_drift,OPEN_adf_t,OPEN_adf_p,OPEN_adf_stationary_5pct,OPEN_n_bars,OPEN_n_days,INTRA_total,INTRA_converged,INTRA_unresolved,INTRA_hard,INTRA_soft,INTRA_rate,INTRA_rate_lb,INTRA_wins,INTRA_win_rate,INTRA_win_rate_lb,INTRA_alpha,INTRA_alpha_z,INTRA_sigma,INTRA_sigma_rate,INTRA_sigma_n,INTRA_gamma,INTRA_gamma_rate,INTRA_gamma_n,INTRA_gamma_cap,INTRA_avg_peak,INTRA_p90_peak,INTRA_median_bars,INTRA_cap_mean,INTRA_cap_p50,INTRA_cap_p10,INTRA_cap_lb,INTRA_cap_conv_mean,INTRA_conv_per_day,INTRA_total_per_day,INTRA_score,INTRA_long_total,INTRA_long_rate,INTRA_long_alpha,INTRA_short_total,INTRA_short_rate,INTRA_short_alpha,INTRA_alpha_pos,INTRA_alpha_neg,INTRA_sigma_pos,INTRA_sigma_rate_pos,INTRA_sigma_n_pos,INTRA_sigma_neg,INTRA_sigma_rate_neg,INTRA_sigma_n_neg,INTRA_gamma_pos,INTRA_gamma_rate_pos,INTRA_gamma_n_pos,INTRA_gamma_cap_pos,INTRA_gamma_neg,INTRA_gamma_rate_neg,INTRA_gamma_n_neg,INTRA_gamma_cap_neg,INTRA_corr,INTRA_beta,INTRA_alpha_ols,INTRA_resid_std,INTRA_mr_lambda,INTRA_half_life,INTRA_beta_drift,INTRA_adf_t,INTRA_adf_p,INTRA_adf_stationary_5pct,INTRA_n_bars,INTRA_n_days
BLCR,SPYG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,0.0,2.0,0.666667,0.207655,1.0,0.333333,0.06149,1.269877,3.219808,,,0.0,,,0.0,,1.269877,1.408331,190.5,0.025749,-0.096258,-0.28371,-0.4614,0.203909,0.036364,0.054545,0.036364,3.0,0.6667,1.269877,0.0,,,1.269877,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.849634,0.799982,-0.029744,0.394395,-0.003546,195.105637,0.133784,,,,14384.0,55.0
BLCR,TDIV,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,3.0,0.0,9.0,0.75,0.46769,7.0,0.583333,0.319507,1.141864,1.827405,,,0.0,,,0.0,,1.302789,1.740357,61.0,0.035452,0.018094,-0.09128,-0.068554,0.042108,0.160714,0.214286,0.160714,8.0,0.875,1.129309,4.0,0.5,1.280828,1.129309,1.280828,,,0.0,,,0.0,,,0.0,,,,0.0,,0.732155,0.631435,0.023325,0.624856,-0.000723,958.10151,0.079046,,,,6235.0,56.0
BLCR,TECL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,0.0,2.0,0.5,0.150036,1.0,0.25,0.045586,1.354647,2.863467,,,0.0,,,0.0,,1.354647,1.365883,216.0,-0.064516,-0.175776,-0.217689,-0.315781,0.084764,0.035714,0.071429,0.035714,4.0,0.5,1.354647,0.0,,,1.354647,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.816632,0.150686,-0.006854,0.473079,-0.002303,300.657384,0.015459,,,,11882.0,56.0
BLCR,TQQQ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,3.0,1.0,0.438494,2.0,0.666667,0.207655,1.074361,2.778414,,,0.0,,,0.0,,1.131183,1.264647,254.0,0.165094,0.322445,-0.116327,-0.220628,0.165094,0.054545,0.054545,0.054545,3.0,1.0,1.074361,0.0,,,1.074361,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.83653,0.22652,0.008699,0.386681,-0.003485,198.540055,0.001533,,,,14481.0,55.0
BLCR,TRFK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,2.0,0.0,4.0,0.666667,0.299988,3.0,0.5,0.187613,1.3333,2.451032,,,0.0,,,0.0,,1.321776,1.439213,112.0,0.083638,0.036893,-0.130792,-0.125972,0.145713,0.072727,0.109091,0.072727,4.0,0.75,1.427218,2.0,0.5,1.176151,1.427218,1.176151,,,0.0,,,0.0,,,0.0,,,,0.0,,0.759426,0.252,0.07203,0.543975,-0.002522,274.520774,0.082361,,,,6938.0,55.0
BLCR,ULTY,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,1.0,1.0,5.0,0.857143,0.486865,5.0,0.714286,0.358929,1.075718,2.0611,,,0.0,,,0.0,,1.114295,1.249963,125.0,0.218478,0.131755,-0.066872,-0.004825,0.17096,0.105263,0.122807,0.105263,3.0,0.6667,1.176005,4.0,1.0,1.075718,1.176005,1.075718,,,0.0,,,0.0,,,0.0,,,,0.0,,0.796669,0.581931,0.233527,0.521915,-0.001649,420.096019,0.118495,,,,10964.0,57.0
BLCR,USD,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,1.0,0.0,6.0,0.857143,0.486865,3.0,0.428571,0.158217,1.268599,2.433563,,,0.0,,,0.0,,1.292762,1.538737,178.5,0.107372,-0.023673,-0.157523,-0.116839,0.140915,0.105263,0.122807,0.105263,4.0,0.75,1.529308,3.0,1.0,1.071398,1.529308,1.071398,,,0.0,,,0.0,,,0.0,,,,0.0,,0.75778,0.14644,0.05176,0.521293,-0.001738,398.420377,0.003893,,,,12489.0,57.0
BLCR,VBK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,3.0,0.0,4.0,0.571429,0.250454,5.0,0.714286,0.358929,1.355115,2.496058,,,0.0,,,0.0,,1.429389,1.736175,179.5,-0.071222,0.043796,-0.464421,-0.275746,-0.205281,0.072727,0.127273,0.072727,4.0,0.5,1.342887,3.0,0.6667,1.515892,1.342887,1.515892,,,0.0,,,0.0,,,0.0,,,,0.0,,0.793467,0.731103,0.113707,0.542902,-0.001513,457.815533,0.25199,,,,11488.0,55.0
BLCR,VEU,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,2.0,0.0,5.0,0.714286,0.358929,3.0,0.428571,0.158217,1.363565,2.539597,,,0.0,,,0.0,,1.379312,1.680772,221.0,-0.059504,-0.00452,-0.211248,-0.198541,-0.08109,0.092593,0.12963,0.092593,4.0,0.75,1.612899,3.0,0.6667,1.266499,1.612899,1.266499,,,0.0,,,0.0,,,0.0,,,,0.0,,0.768966,0.806035,0.081811,0.536922,-0.001257,551.168961,0.043248,,,,14024.0,54.0
BLCR,VGT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,1.0,1.0,0.4,0.117618,2.0,0.4,0.117618,1.145681,2.322143,,,0.0,,,0.0,,1.145681,1.260725,252.5,0.112166,-0.129521,-0.171391,-0.235023,0.51597,0.037037,0.092593,0.037037,5.0,0.4,1.145681,0.0,,,1.145681,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.807243,0.491279,-0.00437,0.493372,-0.00206,336.179719,0.081905,,,,14242.0,54.0
BLCR,VLUE,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,10.0,5.0,1.0,9.0,0.666667,0.417131,4.0,0.266667,0.108973,1.277553,1.828383,,,0.0,,,0.0,,1.338847,1.705707,159.5,-0.023639,-0.073795,-0.275429,-0.203266,0.05026,0.178571,0.267857,0.178571,9.0,0.5556,1.277097,6.0,0.8333,1.35877,1.277097,1.35877,,,0.0,,,0.0,,,0.0,,,,0.0,,0.747412,0.495016,0.033208,0.698733,-0.000421,1646.442853,0.273712,,,,12428.0,56.0
BLCR,VONG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,0.0,3.0,0.6,0.23072,1.0,0.2,0.036223,1.1065,2.413278,,,0.0,,,0.0,,1.181161,1.366347,250.0,-0.012176,-0.037507,-0.178325,-0.187449,0.015905,0.053571,0.089286,0.053571,4.0,0.75,1.1065,1.0,0.0,,1.1065,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.84099,0.718363,-0.040668,0.458505,-0.00234,295.878613,0.025005,,,,13515.0,56.0
BLCR,VOT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,1.0,0.0,7.0,0.875,0.529105,4.0,0.5,0.215213,1.11307,2.210823,,,0.0,,,0.0,,1.142494,1.261013,145.0,0.002727,0.02164,-0.248565,-0.156944,0.033713,0.125,0.142857,0.125,4.0,0.75,1.11307,4.0,1.0,1.140084,1.11307,1.140084,,,0.0,,,0.0,,,0.0,,,,0.0,,0.802361,0.850742,0.061693,0.503464,-0.001674,413.797946,0.155094,,,,10545.0,56.0
BLCR,VPL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,1.0,1.0,8.0,0.9,0.595844,5.0,0.5,0.23659,1.191385,2.11204,,,0.0,,,0.0,,1.260527,1.676987,77.0,-0.016793,-0.030464,-0.35879,-0.235605,0.006087,0.160714,0.178571,0.160714,8.0,0.875,1.191385,2.0,1.0,1.160727,1.191385,1.160727,,,0.0,,,0.0,,,0.0,,,,0.0,,0.754655,0.450636,-0.020964,0.564092,-0.001323,523.555732,0.078796,,,,9597.0,56.0
BLCR,VWO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,1.0,7.0,1.0,0.675584,4.0,0.5,0.215213,1.249675,2.205049,,,0.0,,,0.0,,1.313502,1.531267,232.5,0.160661,-0.011411,-0.230034,-0.165753,0.160661,0.140351,0.140351,0.140351,4.0,1.0,1.332963,4.0,1.0,1.23134,1.332963,1.23134,,,0.0,,,0.0,,,0.0,,,,0.0,,0.762623,0.779023,0.050848,0.566734,-0.00105,659.602126,0.101581,,,,15004.0,57.0
BLCR,VXUS,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,1.0,0.0,7.0,0.875,0.529105,3.0,0.375,0.136842,1.148775,2.14681,,,0.0,,,0.0,,1.292192,1.683976,230.0,-0.025308,-0.028357,-0.21479,-0.179808,-0.032647,0.122807,0.140351,0.122807,5.0,1.0,1.148775,3.0,0.6667,1.218451,1.148775,1.218451,,,0.0,,,0.0,,,0.0,,,,0.0,,0.766229,0.815065,0.017284,0.535108,-0.001142,606.571993,0.093392,,,,15006.0,57.0
BLCR,WTAI,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,2.0,0.0,4.0,0.666667,0.299988,5.0,0.833333,0.436491,1.120462,2.244005,,,0.0,,,0.0,,1.222073,1.499692,88.0,0.123992,0.061051,-0.075299,-0.060575,0.176314,0.072727,0.109091,0.072727,4.0,0.75,1.186461,2.0,0.5,1.054462,1.186461,1.054462,,,0.0,,,0.0,,,0.0,,,,0.0,,0.811915,0.249217,0.074431,0.499314,-0.002895,239.0895,0.065946,,,,6625.0,55.0
BLCR,XLK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.0,1.0,0.333333,0.06149,1.0,0.333333,0.06149,1.396391,3.137819,,,0.0,,,0.0,,1.396391,1.396391,267.0,-0.06519,-0.173295,-0.239304,-0.361636,0.233531,0.017544,0.052632,0.017544,3.0,0.3333,1.396391,0.0,,,1.396391,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.803925,0.463015,-0.018738,0.44502,-0.002558,270.623371,0.090134,,,,15006.0,57.0
BLCR,XMMO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,2.0,0.0,6.0,0.75,0.40927,1.0,0.125,0.022417,1.395151,2.521875,,,0.0,,,0.0,,1.395494,1.634948,155.0,-0.117165,-0.104193,-0.349039,-0.280163,-0.107295,0.105263,0.140351,0.105263,6.0,0.6667,1.395151,2.0,1.0,1.340282,1.395151,1.340282,,,0.0,,,0.0,,,0.0,,,,0.0,,0.746827,0.523377,0.059603,0.55322,-0.001264,547.959136,0.01567,,,,11367.0,57.0
BLCR,XSD,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,4.0,1.0,7.0,0.666667,0.390618,9.0,0.75,0.46769,1.066299,1.911357,,,0.0,,,0.0,,1.150671,1.322951,87.0,0.133953,0.096763,-0.022521,-0.017567,0.179866,0.140351,0.210526,0.140351,6.0,0.6667,1.135841,6.0,0.6667,1.059521,1.135841,1.059521,,,0.0,1.0,0.6,5.0,,,0.0,,,,0.0,,0.734511,0.219239,0.091123,0.557875,-0.001607,431.076288,0.038212,,,,8303.0,57.0
BLOK,BLOX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,4.0,1.0,11.0,0.75,0.505012,10.0,0.625,0.386406,1.216,1.724207,,,0.0,,,0.0,,1.380258,1.820209,77.0,0.042785,0.055388,-0.645492,-0.219156,0.091361,0.20339,0.271186,0.20339,8.0,0.75,1.389443,8.0,0.75,1.06602,1.389443,1.06602,,,0.0,,,0.0,,,0.0,,,,0.0,,0.789243,0.66921,0.048801,0.705252,-0.020354,33.707374,0.017281,,,,7164.0,59.0
BLOK,BOTZ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,39.0,19.0,11.0,28.0,0.672414,0.544238,28.0,0.482759,0.35928,1.831969,0.97042,,,0.0,,,0.0,,2.15223,3.607767,79.0,-0.004166,-0.001738,-1.368275,-0.291101,0.236526,0.661017,0.983051,0.661017,27.0,0.7037,2.179415,31.0,0.6452,1.45288,2.179415,1.45288,,,0.0,,,0.0,,,0.0,,,,0.0,,0.702023,0.789605,-0.028724,1.88781,-0.000309,2240.508414,0.317371,,,,10549.0,59.0
BLOK,BULZ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,32.0,18.0,8.0,24.0,0.64,0.501408,23.0,0.46,0.329694,1.771582,1.055644,,,0.0,,,0.0,,2.0985,3.36186,72.5,-0.089955,-0.072483,-1.791538,-0.378882,0.055407,0.561404,0.877193,0.561404,27.0,0.6296,1.928602,23.0,0.6522,1.610202,1.928602,1.610202,,,0.0,,,0.0,,,0.0,,,,0.0,,0.700397,0.286551,-0.13068,1.6782,-0.000593,1169.051024,0.06059,,,,8813.0,57.0
BLOK,CGGO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,36.0,13.0,9.0,27.0,0.734694,0.597374,24.0,0.489796,0.355749,1.795829,1.042716,,,0.0,,,0.0,,2.068374,3.477462,133.5,-0.053083,-0.001104,-1.434276,-0.327429,0.075142,0.654545,0.890909,0.654545,28.0,0.7857,1.39122,21.0,0.6667,1.869804,1.39122,1.869804,,,0.0,,,0.0,,,0.0,,,,0.0,,0.723669,1.110367,-0.053165,1.722261,-0.000104,6635.492601,0.510908,,,,10434.0,55.0
BLOK,CGNG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,28.0,14.0,8.0,20.0,0.666667,0.515522,21.0,0.5,0.355257,1.943609,1.166495,,,0.0,,,0.0,,2.110495,3.343561,102.0,-0.111902,0.007756,-1.304664,-0.416681,0.032795,0.509091,0.763636,0.509091,23.0,0.7391,1.49813,19.0,0.5789,2.147223,1.49813,2.147223,,,0.0,,,0.0,,,0.0,,,,0.0,,0.710883,1.155996,-0.095704,1.666196,-0.000401,1729.444861,0.292035,,,,8598.0,55.0
BLOK,CGXU,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,37.0,12.0,11.0,26.0,0.755102,0.619134,24.0,0.489796,0.355749,1.617412,0.974633,,,0.0,,,0.0,,1.979507,3.41114,111.0,0.054657,-0.033376,-1.144246,-0.231599,0.317112,0.672727,0.890909,0.672727,25.0,0.76,1.617412,24.0,0.75,1.57912,1.617412,1.57912,,,0.0,,,0.0,,,0.0,,,,0.0,,0.705406,1.13166,-0.135503,1.659508,-0.000308,2249.982583,0.142746,,,,9780.0,55.0
BLOK,CHAT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,25.0,16.0,6.0,19.0,0.609756,0.457266,17.0,0.414634,0.277563,1.918772,1.216373,,,0.0,,,0.0,,2.073248,3.104207,84.0,-0.164229,-0.184921,-1.477536,-0.457523,0.07749,0.454545,0.745455,0.454545,22.0,0.5909,2.088594,19.0,0.6316,1.918296,2.088594,1.918296,,,0.0,,,0.0,,,0.0,,,,0.0,,0.742454,0.512338,-0.106832,1.577453,-0.000332,2086.260172,0.24786,,,,8250.0,55.0
BLOK,CIFG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,26.0,12.0,4.0,22.0,0.684211,0.525439,18.0,0.473684,0.324788,1.678051,1.249219,,,0.0,,,0.0,,1.821409,2.410652,47.0,-0.025352,-0.044349,-0.99083,-0.281331,0.157242,0.481481,0.703704,0.481481,19.0,0.6316,2.036304,19.0,0.7368,1.549529,2.036304,1.549529,,,0.0,,,0.0,,,0.0,,,,0.0,,0.723557,0.120135,-0.1891,1.34328,-0.001203,575.815477,0.033398,,,,5184.0,54.0
BLOK,CIFU,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,23.0,16.0,5.0,18.0,0.589744,0.434183,19.0,0.487179,0.338649,1.705931,1.219354,,,0.0,,,0.0,,1.951704,2.583479,47.0,0.078656,-0.079636,-0.942665,-0.166524,0.313255,0.425926,0.722222,0.425926,18.0,0.5,2.219597,21.0,0.6667,1.629107,2.219597,1.629107,,,0.0,,,0.0,,,0.0,,,,0.0,,0.739613,0.114675,-0.145898,1.399045,-0.001441,480.830124,0.03468,,,,5280.0,54.0
BLOK,CLSX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,26.0,16.0,4.0,22.0,0.619048,0.468138,20.0,0.47619,0.333594,1.68104,1.240488,,,0.0,,,0.0,,1.901334,2.839562,76.0,0.05476,-0.067527,-0.798805,-0.159001,0.058001,0.440678,0.711864,0.440678,18.0,0.6111,2.180606,24.0,0.625,1.297028,2.180606,1.297028,,,0.0,,,0.0,,,0.0,,,,0.0,,0.769381,0.159263,-0.056206,1.355144,-0.00174,398.030638,0.040149,,,,5941.0,59.0
BLOK,CWB,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,27.0,18.0,5.0,22.0,0.6,0.454516,22.0,0.488889,0.349568,1.591742,1.124873,,,0.0,,,0.0,,2.012693,3.883602,90.0,-0.167436,-0.001832,-1.444024,-0.426275,-0.188051,0.465517,0.775862,0.465517,20.0,0.6,2.172877,25.0,0.6,1.451532,2.172877,1.451532,,,0.0,,,0.0,,,0.0,,,,0.0,,0.71655,1.576903,0.109728,1.415042,-0.002365,292.77538,0.037407,,,,7984.0,58.0
